Uberstrain,Name,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Simple Disease,Comment,Disease,Date Entered,Release Date,Barcode,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Bio Project ID,Project ID,Sample ID,Secondary Sample ID,Clermont Type (ClermonTyping),Clermont Type (EzClermont),fimH (fimTyper)
ESC_PA8207AA,1568m1,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8207AA,traces-0ZrxhCw;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Five Islands,,,,,,,,B1,,fimH32
ESC_PA8208AA,Ec4011,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8208AA,traces-0VlPSFd;ILLUMINA;Paired;;NA,Wild Animal,Avian,Deposited Faecal,2013,,,,Europe,Sweden,,,,,,,,,,,B1,B1,fimH24
ESC_PA8210AA,ESBL20160204,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8210AA,traces-0uitsxz;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,,fimH30
ESC_PA8211AA,HP131,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8211AA,traces-0rpXaut;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,B1,fimH32
ESC_PA8212AA,IMT17513,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8212AA,traces-0rvjXqd;ILLUMINA;Paired;;NA,Companion Animal,Canine,Wound,2008,,,,Europe,Germany,,,,,,,,,,,B1,,fimH32
ESC_PA8213AA,IMT17550,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8213AA,traces-0tOFGOk;ILLUMINA;Paired;;NA,Companion Animal,Canine,Urine ,2008,,,,Europe,Germany,,,,,,,,,,,B1,B1,fimH34
ESC_PA8214AA,ESBL_Ecoli_2.64,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8214AA,traces-0IrMJKl;ILLUMINA;Paired;;NA,Livestock,Avian,Faecal,2014,,,,Europe,Netherlands,,,,,,,,,,,B1,,fimH30
ESC_PA8215AA,CE70N,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8215AA,traces-0ZVyQiD;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,United States,Kansas,,,,,,,,,,B1,B1,fimH24
ESC_PA8216AA,Liv26,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8216AA,traces-0rGEFBK;ILLUMINA;Paired;;NA,Livestock,Avian,Caecal,2011,,,,Europe,Romania,,,,,,,,,,,B1,,fimH31
ESC_PA8217AA,ESBL20170243,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8217AA,traces-0SElQMv;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,B1,fimH27
ESC_PA8218AA,RE8,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8218AA,traces-0rBOYvn;ILLUMINA;Paired;;NA,Food,Plant,Arugula,2016,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,,fimH32
ESC_PA8219AA,RE1,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8219AA,traces-0cmmWxC;ILLUMINA;Paired;;NA,Food,Plant,Arugula,2016,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,B1,fimH32
ESC_PA8220AA,142661,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8220AA,traces-0uRhxnY;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2015,,,,Europe,Germany,,,,,,,,,,,B1,,fimH27
ESC_PA8222AA,SH30c,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8222AA,traces-0mitFPs;ILLUMINA;Paired;;NA,Environment,Water/River,Hosptial Wastewater,2016,,,,Europe,Czech Republic,,,,,,,,,,,B1,,fimH27
ESC_PA8223AA,32153,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8223AA,traces-0nPVbGJ;ILLUMINA;Paired;;NA,Livestock,Equine,Faecal,2012,,,,Europe,France,,,,,,,,,,,B1,B1,fimH32
ESC_PA8224AA,EK2.29,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8224AA,traces-0pcvQCy;ILLUMINA;Paired;;NA,Food,Plant,Cilantro,2017,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,,fimH34
ESC_PA8225AA,12zCTX,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8225AA,traces-0KHVGGV;ILLUMINA;Paired;;NA,Wild Animal,Other Mammal,Zoo Tiger Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,B1,fimH121
ESC_PA8226AA,111396,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8226AA,traces-0yseESY;ILLUMINA;Paired;;NA,Livestock,Bovine,Tissue,2011,,,,Europe,Germany,,,,,,,,,,,B1,,fimH32
ESC_PA8227AA,1657m1,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8227AA,traces-0hFdiWL;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Five Islands,,,,,,,,B1,B1,fimH32
ESC_PA8228AA,31479,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8228AA,traces-0kbYhxq;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2012,,,,Europe,France,,,,,,,,,,,B1,,fimH31
ESC_PA8229AA,2063,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8229AA,traces-0UPjNYH;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,Canada,Ontario,,,,,,,,,,B1,B1,fimH24
ESC_PA8230AA,1605m1,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8230AA,traces-0jkpWkl;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Five Islands,,,,,,,,B1,,fimH32
ESC_PA8231AA,HOS48,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8231AA,traces-0cKdRIT;ILLUMINA;Paired;;NA,Human,Human,Urine,2006,,,,Oceania,Australia,,,,,,,,,,,B1,B1,fimH32
ESC_PA8232AA,HP149,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8232AA,traces-0RbzFqs;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,,fimH32
ESC_PA8233AA,26497,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8233AA,traces-0LqJGye;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2010,,,,Europe,France,,,,,,,,,,,B1,B1,fimH27
ESC_PA8235AA,HP71,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8235AA,traces-0tKkUdK;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,B1,fimH31
ESC_PA8236AA,IBIS_38,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8236AA,traces-0VtiUyL;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8237AA,IBIS_42,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8237AA,traces-0BrfgrQ;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,B1,fimH32
ESC_PA8238AA,EK3.44,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8238AA,traces-0INyyxK;ILLUMINA;Paired;;NA,Food,Plant,Cilantro,2017,,,,Europe,Germany,,,Magdeburg,,,,,,,,B1,,fimH34
ESC_PA8239AA,Ec1493,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8239AA,traces-0ctjPZe;ILLUMINA;Paired;;NA,Human,Human,Blood,2011,,,,Europe,Sweden,,,,,,,,,,,B1,B1,fimH24
ESC_PA8240AA,IBIS_27,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8240AA,traces-0TMfNdZ;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8241AA,ESBL20180309,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8241AA,traces-0IPwGMi;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,B1,fimH32
ESC_PA8242AA,HP40,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8242AA,traces-0usvAhA;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,,fimH32
ESC_PA8243AA,ESBL20140011,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8243AA,traces-0ipQGqg;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,B1,fimH32
ESC_PA8244AA,CE1606,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8244AA,traces-0ZQxasD;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Five Islands,,,,,,,,B1,,fimH32
ESC_PA8245AA,2078,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8245AA,traces-0fAjNra;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,Canada,Ontario,,,,,,,,,,B1,B1,fimH32
ESC_PA8246AA,IBIS_37,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8246AA,traces-0SWQoBO;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8247AA,IBIS_33,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8247AA,traces-0kuTECI;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,B1,fimH32
ESC_PA8248AA,IBIS_31,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8248AA,traces-0UAkEFS;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8249AA,29817,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8249AA,traces-0ptljTr;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2012,,,,Europe,France,,,,,,,,,,,B1,B1,fimH32
ESC_PA8250AA,142897,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8250AA,traces-0Dxouwy;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2015,,,,Europe,Germany,,,,,,,,,,,B1,,fimH32
ESC_PA8251AA,HPG79,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8251AA,traces-0XiHdBL;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Poland,,,,,,,,,,,B1,B1,fimH32
ESC_PA8252AA,1680m1,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8252AA,traces-0LUaBUw;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Five Islands,,,,,,,,B1,,fimH32
ESC_PA8253AA,CE1657,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8253AA,traces-0xtGeml;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Five Islands,,,,,,,,B1,B1,fimH32
ESC_PA8255AA,1553m1,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8255AA,traces-0BNHmEy;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Five Islands,,,,,,,,B1,B1,fimH32
ESC_PA8256AA,27116,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8256AA,traces-0OFAuSq;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2011,,,,Europe,France,,,,,,,,,,,B1,,fimH34
ESC_PA8257AA,IBIS_25,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8257AA,traces-0cXFNtj;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,B1,fimH32
ESC_PA8258AA,IMT17548,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8258AA,traces-0AenrlB;ILLUMINA;Paired;;NA,Companion Animal,Canine,Wound,2008,,,,Europe,Germany,,,,,,,,,,,B1,B1,fimH34
ESC_PA8259AA,Liv24,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8259AA,traces-0FjpFqH;ILLUMINA;Paired;;NA,Livestock,Avian,Caecal,2011,,,,Europe,Romania,,,,,,,,,,,B1,,fimH31
ESC_PA8260AA,IMT21439,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8260AA,traces-0lWwlKR;ILLUMINA;Paired;;NA,Livestock,Equine,Urine ,2010,,,,Europe,Germany,,,,,,,,,,,B1,B1,fimH41
ESC_PA8261AA,IMT24109,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8261AA,traces-0mKnodH;ILLUMINA;Paired;;NA,Livestock,Equine,Respiratory infection,2010,,,,Europe,Germany,,,,,,,,,,,B1,,fimH27
ESC_PA8262AA,MI-12-654,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8262AA,traces-0pqkwro;ILLUMINA;Paired;;NA,Environment,Water/River,Surface water,2012,,,,Europe,Sweden,,,,,,,,,,,B1,B1,fimH32
ESC_PA8263AA,IBIS_61,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8263AA,traces-0TTAFeZ;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8264AA,IBIS_54,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8264AA,traces-0EyJpDn;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,B1,fimH32
ESC_PA8265AA,IMT24815,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8265AA,traces-0loWcAL;ILLUMINA;Paired;;NA,Livestock,Bovine,Enteritis ,2011,,,,Europe,Germany,,,,,,,,,,,B1,,fimH32
ESC_PA8266AA,IMT19550,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8266AA,traces-0UapsBh;ILLUMINA;Paired;;NA,Livestock,Equine,Wound,2009,,,,Europe,Germany,,,,,,,,,,,B1,B1,fimH27
ESC_PA8267AA,IMT18276,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8267AA,traces-0jYLiMx;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2009,,,,Europe,Germany,,,,,,,,,,,B1,,fimH27
ESC_PA8268AA,IMT18614,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8268AA,traces-0PKoEbR;ILLUMINA;Paired;;NA,Companion Animal,Canine,Urine ,2009,,,,Europe,Germany,,,,,,,,,,,B1,B1,fimH32
ESC_PA8269AA,IBIS_53,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8269AA,traces-0pSpAov;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8270AA,OT_ESBL_1040,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8270AA,traces-0ryToEu;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2012,,,,Europe,Netherlands,,,,,,,,,,,B1,,fimH32
ESC_PA8271AA,OT_ESBL_0408,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8271AA,traces-0cGtbTV;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2011,,,,Europe,Netherlands,,,,,,,,,,,B1,B1,fimH54
ESC_PA8272AA,RE12,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8272AA,traces-0lGbJYa;ILLUMINA;Paired;;NA,Food,Plant,Arugula,2016,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,,fimH32
ESC_PA8273AA,SS_3_G3,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8273AA,traces-0xHGWfE;ILLUMINA;Paired;;NA,Environment,Water/River,Surface water Upstream of WWTP,2016,,,,Europe,Germany,,,Dresden,,,,,,,,B1,B1,fimH27
ESC_PA8275AA,OT_ESBL_0359,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8275AA,traces-0RssnJR;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2011,,,,Europe,Netherlands,,,,,,,,,,,B1,B1,fimH54
ESC_PA8276AA,RE2,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8276AA,traces-0wHEaNO;ILLUMINA;Paired;;NA,Food,Plant,Arugula,2016,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,,fimH32
ESC_PA8277AA,SafeFoodERA_ESBL_375,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8277AA,traces-0rdQqfp;ILLUMINA;Paired;;NA,Food,Avian,Meat,2007,,,,Europe,Netherlands,,,,,,,,,,,B1,B1,fimH32
ESC_PA8278AA,RE14,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8278AA,traces-0ZfQTSq;ILLUMINA;Paired;;NA,Food,Plant,Arugula,2016,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,,fimH32
ESC_PA8279AA,SafeFoodERA_ESBL_045,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,13/1/20,19/1/21,ESC_PA8279AA,traces-0gXjNfE;ILLUMINA;Paired;;NA,Human,Human,Urine,2009,,,,Europe,Netherlands,,,,,,,,,,,B1,B1,fimH27
ESC_PA8376AA,MI-12-604,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8376AA,traces-0Zcutut;ILLUMINA;Paired;;NA,Environment,Water/River,Surface water,2012,,,,Europe,Sweden,,,,,,,,,,,B1,,Unknown
ESC_PA8377AA,RE13,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8377AA,traces-0sydByV;ILLUMINA;Paired;;NA,Food,Plant,Arugula,2016,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,B1,fimH32
ESC_PA8378AA,IBIS_59,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8378AA,traces-0bHfgJs;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8379AA,HP150,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8379AA,traces-0AtAOkk;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,B1,fimH27
ESC_PA8380AA,103764,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8380AA,traces-0vWtmsM;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2010,,,,Europe,Germany,,,,,,,,,,,B1,,fimH31
ESC_PA8381AA,30372,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8381AA,traces-0CLhQEM;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2012,,,,Europe,France,,,,,,,,,,,B1,B1,fimH31
ESC_PA8383AA,ESBL20180248,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8383AA,traces-0ESQAhS;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,,fimH30
ESC_PA8384AA,SS_4_G3,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8384AA,traces-0YfOtlO;ILLUMINA;Paired;;NA,Environment,Water/River,Wastewater Raw,2017,,,,Europe,Germany,,,Chemnitz,,,,,,,,B1,B1,Unknown
ESC_PA8385AA,2009_49,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8385AA,traces-0cbKlhv;ILLUMINA;Paired;;NA,Human,Human,Urine,2009,,,,Oceania,Australia,NSW,,Sydney,,,,,,,,B1,,fimH30
ESC_PA8386AA,2183,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8386AA,traces-0lBHLKZ;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,Canada,Ontario,,,,,,,,,,B1,B1,fimH32
ESC_PA8387AA,SafeFoodERA_ESBL_119,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8387AA,traces-0rOshGm;ILLUMINA;Paired;;NA,Human,Human,Urine,2009,,,,Europe,Netherlands,,,,,,,,,,,B1,,fimH27
ESC_PA8388AA,Liv89,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8388AA,traces-0SARmtp;ILLUMINA;Paired;;NA,Livestock,Avian,Caecal,2011,,,,Europe,Romania,,,,,,,,,,,B1,B1,fimH27
ESC_PA8389AA,HP144,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8389AA,traces-0Qvpbjl;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,,fimH32
ESC_PA8390AA,2067,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8390AA,traces-0YMFEGM;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,Canada,Ontario,,,,,,,,,,B1,B1,fimH24
