Uberstrain	Name	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Disease	Date Entered	Release Date	Barcode	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC2350 (subsp.)
ESC_PA8214AA	ESBL_Ecoli_2.64	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8214AA	traces-0IrMJKl;ILLUMINA;Paired;;NA	Livestock	Avian	Faecal	2014				Europe	Netherlands											NaN	125887	125887	125887	125887	45951	4524	4524	1186	1186	106	106	1
ESC_PA8215AA	CE70N	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8215AA	traces-0ZVyQiD;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				North America	United States	Kansas										NaN	125886	125886	125886	125886	125886	125886	104750	9455	1060	106	106	1
ESC_PA8216AA	Liv26	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8216AA	traces-0rGEFBK;ILLUMINA;Paired;;NA	Livestock	Avian	Caecal	2011				Europe	Romania											NaN	124721	124721	124721	124721	124721	124721	124721	124721	1060	106	106	1
ESC_PA8217AA	ESBL20170243	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8217AA	traces-0SElQMv;ILLUMINA;Paired;;NA	Human	Human	Blood	2019				Europe	Denmark			Copenhagen								NaN	125906	125906	125906	125906	125906	125906	4086	1186	1186	106	106	1
ESC_PA8218AA	RE8	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8218AA	traces-0rBOYvn;ILLUMINA;Paired;;NA	Food	Plant	Arugula	2016				Europe	Germany			Braunschweig								NaN	118505	118505	118505	118505	118505	118505	118505	118505	1060	106	106	1
ESC_PA8219AA	RE1	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8219AA	traces-0cmmWxC;ILLUMINA;Paired;;NA	Food	Plant	Arugula	2016				Europe	Germany			Braunschweig								NaN	118506	118506	118505	118505	118505	118505	118505	118505	1060	106	106	1
ESC_PA8220AA	142661	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8220AA	traces-0uRhxnY;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2015				Europe	Germany											NaN	125885	125885	125885	125885	125885	125885	20815	1186	1186	106	106	1
ESC_PA8222AA	SH30c	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8222AA	traces-0mitFPs;ILLUMINA;Paired;;NA	Environment	Water	Hosptial Wastewater	2016				Europe	Czech Republic											NaN	125898	125898	125883	125883	125883	125883	2776	1186	1186	106	106	1
ESC_PA8223AA	32153	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8223AA	traces-0nPVbGJ;ILLUMINA;Paired;;NA	Livestock	Equine	Faecal	2012				Europe	France											NaN	125903	125903	125903	125903	125903	125903	8338	1186	1186	106	106	1
ESC_PA8224AA	EK2.29	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8224AA	traces-0pcvQCy;ILLUMINA;Paired;;NA	Food	Plant	Cilantro	2017				Europe	Germany			Braunschweig								NaN	118672	118672	118539	118539	87631	87631	87631	87631	84106	106	106	1
ESC_PA8225AA	12zCTX	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8225AA	traces-0KHVGGV;ILLUMINA;Paired;;NA	Wild Animal	Other Mammal	Zoo Tiger Faecal	2010				Europe	Czech Republic											NaN	125911	125911	125911	125911	125911	125911	125911	125911	1060	106	106	1
ESC_PA8226AA	111396	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8226AA	traces-0yseESY;ILLUMINA;Paired;;NA	Livestock	Bovine	Tissue	2011				Europe	Germany											NaN	125888	125888	125888	125888	125888	10679	8338	1186	1186	106	106	1
ESC_PA8227AA	1657m1	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8227AA	traces-0hFdiWL;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Five Islands								NaN	125894	125894	125894	125894	125894	125878	58783	58783	58783	106	106	1
ESC_PA8228AA	31479	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8228AA	traces-0kbYhxq;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2012				Europe	France											NaN	125892	125892	125892	125892	125892	125892	125892	125892	1060	106	106	1
ESC_PA8229AA	2063	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8229AA	traces-0UPjNYH;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				North America	Canada	Ontario										NaN	125895	125895	125895	125895	125895	4517	4517	4517	1060	106	106	1
ESC_PA8230AA	1605m1	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8230AA	traces-0jkpWkl;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Five Islands								NaN	125891	125891	125891	125878	125878	125878	58783	58783	58783	106	106	1
ESC_PA8231AA	HOS48	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8231AA	traces-0cKdRIT;ILLUMINA;Paired;;NA	Human	Human	Urine	2006				Oceania	Australia											NaN	125899	125899	125899	125899	125899	60063	9950	1186	1186	106	106	1
ESC_PA8232AA	HP149	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8232AA	traces-0RbzFqs;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2010				Europe	Czech Republic											NaN	125890	125890	125890	125890	125890	125890	125890	2301	1060	106	106	1
ESC_PA8233AA	26497	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8233AA	traces-0LqJGye;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2010				Europe	France											NaN	125896	125896	125896	125896	125896	125896	2776	1186	1186	106	106	1
ESC_PA8235AA	HP71	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8235AA	traces-0tKkUdK;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2010				Europe	Czech Republic											NaN	125900	125900	125900	125900	125900	124721	124721	124721	1060	106	106	1
ESC_PA8236AA	IBIS_38	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8236AA	traces-0VtiUyL;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125897	125897	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8237AA	IBIS_42	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8237AA	traces-0BrfgrQ;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125901	125901	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8238AA	EK3.44	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8238AA	traces-0INyyxK;ILLUMINA;Paired;;NA	Food	Plant	Cilantro	2017				Europe	Germany			Magdeburg								NaN	118539	118539	118539	118539	87631	87631	87631	87631	84106	106	106	1
ESC_PA8239AA	Ec1493	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8239AA	traces-0ctjPZe;ILLUMINA;Paired;;NA	Human	Human	Blood	2011				Europe	Sweden											NaN	125905	125905	125881	125881	125881	125881	125881	125881	1060	106	106	1
ESC_PA8240AA	IBIS_27	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8240AA	traces-0TMfNdZ;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125902	125902	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8241AA	ESBL20180309	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8241AA	traces-0IPwGMi;ILLUMINA;Paired;;NA	Human	Human	Blood	2019				Europe	Denmark			Copenhagen								NaN	125908	125908	125908	125908	125908	125908	11664	1186	1186	106	106	1
ESC_PA8242AA	HP40	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8242AA	traces-0usvAhA;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2010				Europe	Czech Republic											NaN	125907	125907	125907	125907	125907	125907	25832	1186	1186	106	106	1
ESC_PA8243AA	ESBL20140011	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8243AA	traces-0ipQGqg;ILLUMINA;Paired;;NA	Human	Human	Blood	2019				Europe	Denmark			Copenhagen								NaN	125909	125909	125909	125909	125909	125909	33943	33943	3838	106	106	1
ESC_PA8244AA	CE1606	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8244AA	traces-0ZQxasD;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Five Islands								NaN	125910	125910	125910	125910	125910	125910	9048	9048	3838	106	106	1
ESC_PA8245AA	2078	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8245AA	traces-0fAjNra;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				North America	Canada	Ontario										NaN	125914	125914	125914	125914	125914	125914	8338	1186	1186	106	106	1
ESC_PA8246AA	IBIS_37	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8246AA	traces-0SWQoBO;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125912	125912	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8247AA	IBIS_33	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8247AA	traces-0kuTECI;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125904	125904	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8248AA	IBIS_31	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8248AA	traces-0UAkEFS;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125913	125913	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8249AA	29817	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8249AA	traces-0ptljTr;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2012				Europe	France											NaN	125915	125915	125915	125915	125915	125915	125915	125915	1060	106	106	1
ESC_PA8250AA	142897	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8250AA	traces-0Dxouwy;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2015				Europe	Germany											NaN	125916	125916	125916	125916	125916	125916	8338	1186	1186	106	106	1
ESC_PA8251AA	HPG79	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8251AA	traces-0XiHdBL;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2010				Europe	Poland											NaN	125930	125930	125930	125930	125930	125930	2317	2301	1060	106	106	1
ESC_PA8252AA	1680m1	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8252AA	traces-0LUaBUw;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Five Islands								NaN	125920	125920	125920	125894	125894	125878	58783	58783	58783	106	106	1
ESC_PA8253AA	CE1657	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8253AA	traces-0xtGeml;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Five Islands								NaN	125925	125925	125925	125910	125910	125910	9048	9048	3838	106	106	1
ESC_PA8255AA	1553m1	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8255AA	traces-0BNHmEy;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Five Islands								NaN	125926	125926	125926	125878	125878	125878	58783	58783	58783	106	106	1
ESC_PA8256AA	27116	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8256AA	traces-0OFAuSq;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2011				Europe	France											NaN	125922	125922	125922	125922	125922	125922	33354	1186	1186	106	106	1
ESC_PA8257AA	IBIS_25	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8257AA	traces-0cXFNtj;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125919	125919	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8258AA	IMT17548	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8258AA	traces-0AenrlB;ILLUMINA;Paired;;NA	Companion Animal	Canine	Wound	2008				Europe	Germany											NaN	125918	125918	125884	125884	125884	87854	33354	1186	1186	106	106	1
ESC_PA8259AA	Liv24	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8259AA	traces-0FjpFqH;ILLUMINA;Paired;;NA	Livestock	Avian	Caecal	2011				Europe	Romania											NaN	124914	124914	124914	124721	124721	124721	124721	124721	1060	106	106	1
ESC_PA8260AA	IMT21439	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8260AA	traces-0lWwlKR;ILLUMINA;Paired;;NA	Livestock	Equine	Urine 	2010				Europe	Germany											NaN	125923	125923	125923	125923	125923	25963	25963	1186	1186	106	106	1
ESC_PA8261AA	IMT24109	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8261AA	traces-0mKnodH;ILLUMINA;Paired;;NA	Livestock	Equine	Respiratory infection	2010				Europe	Germany											NaN	125927	125927	125927	125927	125927	125927	26921	1186	1186	106	106	1
ESC_PA8262AA	MI-12-654	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8262AA	traces-0pqkwro;ILLUMINA;Paired;;NA	Environment	Water	Surface water	2012				Europe	Sweden											NaN	125928	125928	125928	125928	125928	60939	60939	9048	3838	106	106	1
ESC_PA8263AA	IBIS_61	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8263AA	traces-0TTAFeZ;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125929	125929	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8264AA	IBIS_54	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8264AA	traces-0EyJpDn;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125924	125924	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8265AA	IMT24815	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8265AA	traces-0loWcAL;ILLUMINA;Paired;;NA	Livestock	Bovine	Enteritis 	2011				Europe	Germany											NaN	125932	125932	125932	125932	125932	125932	125932	1186	1186	106	106	1
ESC_PA8266AA	IMT19550	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8266AA	traces-0UapsBh;ILLUMINA;Paired;;NA	Livestock	Equine	Wound	2009				Europe	Germany											NaN	125931	125931	125931	125931	125931	125931	4086	1186	1186	106	106	1
ESC_PA8267AA	IMT18276	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8267AA	traces-0jYLiMx;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2009				Europe	Germany											NaN	125936	125936	125936	125936	125936	125936	1441	1186	1186	106	106	1
ESC_PA8268AA	IMT18614	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8268AA	traces-0PKoEbR;ILLUMINA;Paired;;NA	Companion Animal	Canine	Urine 	2009				Europe	Germany											NaN	125933	125933	125933	125933	125933	33533	8338	1186	1186	106	106	1
ESC_PA8269AA	IBIS_53	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8269AA	traces-0pSpAov;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125934	125934	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8270AA	OT_ESBL_1040	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8270AA	traces-0ryToEu;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2012				Europe	Netherlands											NaN	125935	125935	125935	125935	125935	125935	125935	125935	1060	106	106	1
ESC_PA8271AA	OT_ESBL_0408	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8271AA	traces-0cGtbTV;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2011				Europe	Netherlands											NaN	125937	125937	125937	125937	125937	125937	125937	10660	1060	106	106	1
ESC_PA8272AA	RE12	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8272AA	traces-0lGbJYa;ILLUMINA;Paired;;NA	Food	Plant	Arugula	2016				Europe	Germany			Braunschweig								NaN	118506	118506	118505	118505	118505	118505	118505	118505	1060	106	106	1
ESC_PA8273AA	SS_3_G3	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8273AA	traces-0xHGWfE;ILLUMINA;Paired;;NA	Environment	Water	Surface water Upstream of WWTP	2016				Europe	Germany			Dresden								NaN	125938	125938	125938	125938	125938	81584	47345	1186	1186	106	106	1
ESC_PA8275AA	OT_ESBL_0359	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8275AA	traces-0RssnJR;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2011				Europe	Netherlands											NaN	125941	125941	125941	125941	125941	125941	10660	10660	1060	106	106	1
ESC_PA8276AA	RE2	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8276AA	traces-0wHEaNO;ILLUMINA;Paired;;NA	Food	Plant	Arugula	2016				Europe	Germany			Braunschweig								NaN	118505	118505	118505	118505	118505	118505	118505	118505	1060	106	106	1
ESC_PA8277AA	SafeFoodERA_ESBL_375	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8277AA	traces-0rdQqfp;ILLUMINA;Paired;;NA	Food	Avian	Meat	2007				Europe	Netherlands											NaN	125940	125940	125940	125940	125940	37220	2317	2301	1060	106	106	1
ESC_PA8278AA	RE14	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8278AA	traces-0ZfQTSq;ILLUMINA;Paired;;NA	Food	Plant	Arugula	2016				Europe	Germany			Braunschweig								NaN	118506	118506	118505	118505	118505	118505	118505	118505	1060	106	106	1
ESC_PA8279AA	SafeFoodERA_ESBL_045	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									13/1/20	19/1/21	ESC_PA8279AA	traces-0gXjNfE;ILLUMINA;Paired;;NA	Human	Human	Urine	2009				Europe	Netherlands											NaN	125942	125942	125942	125942	125942	125942	4086	1186	1186	106	106	1
ESC_PA8376AA	MI-12-604	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8376AA	traces-0Zcutut;ILLUMINA;Paired;;NA	Environment	Water	Surface water	2012				Europe	Sweden											NaN	126063	126063	126063	126063	126063	126063	126063	126063	3267	106	106	1
ESC_PA8377AA	RE13	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8377AA	traces-0sydByV;ILLUMINA;Paired;;NA	Food	Plant	Arugula	2016				Europe	Germany			Braunschweig								NaN	118508	118508	118505	118505	118505	118505	118505	118505	1060	106	106	1
ESC_PA8378AA	IBIS_59	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8378AA	traces-0bHfgJs;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	126062	126062	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8379AA	HP150	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8379AA	traces-0AtAOkk;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2010				Europe	Czech Republic											NaN	126064	126064	126064	126064	126064	126064	26747	1186	1186	106	106	1
ESC_PA8380AA	103764	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8380AA	traces-0vWtmsM;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2010				Europe	Germany											NaN	126065	126065	126065	126065	126065	126065	126065	125892	1060	106	106	1
ESC_PA8381AA	30372	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8381AA	traces-0CLhQEM;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2012				Europe	France											NaN	126067	126067	126067	126067	126067	126067	126067	126067	1060	106	106	1
ESC_PA8383AA	ESBL20180248	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8383AA	traces-0ESQAhS;ILLUMINA;Paired;;NA	Human	Human	Blood	2019				Europe	Denmark			Copenhagen								NaN	126070	126070	126070	126070	4524	4524	4524	1186	1186	106	106	1
ESC_PA8384AA	SS_4_G3	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8384AA	traces-0YfOtlO;ILLUMINA;Paired;;NA	Environment	Water	Wastewater Raw	2017				Europe	Germany			Chemnitz								NaN	126068	126068	126068	126068	59941	59941	10888	3267	3267	106	106	1
ESC_PA8385AA	2009_49	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8385AA	traces-0cbKlhv;ILLUMINA;Paired;;NA	Human	Human	Urine	2009				Oceania	Australia	NSW		Sydney								NaN	126066	126066	126066	126066	126066	126066	126066	1186	1186	106	106	1
ESC_PA8386AA	2183	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8386AA	traces-0lBHLKZ;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				North America	Canada	Ontario										NaN	126069	126069	126069	126069	126069	60939	60939	9048	3838	106	106	1
ESC_PA8387AA	SafeFoodERA_ESBL_119	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8387AA	traces-0rOshGm;ILLUMINA;Paired;;NA	Human	Human	Urine	2009				Europe	Netherlands											NaN	126071	126071	126071	126071	126071	126071	17677	1186	1186	106	106	1
ESC_PA8388AA	Liv89	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8388AA	traces-0SARmtp;ILLUMINA;Paired;;NA	Livestock	Avian	Caecal	2011				Europe	Romania											NaN	124671	124671	124671	124671	124671	34259	1441	1186	1186	106	106	1
ESC_PA8389AA	HP144	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8389AA	traces-0Qvpbjl;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2010				Europe	Czech Republic											NaN	125907	125907	125907	125907	125907	125907	25832	1186	1186	106	106	1
ESC_PA8390AA	2067	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8390AA	traces-0YMFEGM;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				North America	Canada	Ontario										NaN	125895	125895	125895	125895	125895	4517	4517	4517	1060	106	106	1
ESC_PA8391AA	4438	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8391AA	traces-0wQAiWv;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				North America	Canada	Nova Scotia										NaN	126072	126072	126072	126072	126072	126072	126072	2301	1060	106	106	1
ESC_PA8392AA	HP90	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8392AA	traces-0tkmfmA;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2010				Europe	Czech Republic											NaN	125907	125907	125907	125907	125907	125907	25832	1186	1186	106	106	1
